block,trial,eyelink_timestamp,psychopy_timestamp,cpu,ram,pupil_baseline_min,pupil_baseline_mean,pupil_baseline_max,old_pupil_sample,pupil_velocity,new_pupil_sample,cue_no
1,1,13294119146.86426,15.843921933294041,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1882.0,0.0,1882.0,green
1,1,13294121177.086975,15.84595109205111,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1882.0,0.0,1882.0,green
1,1,13294123201.745235,15.847975822776789,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1882.0,0.0,1882.0,green
1,1,13294125229.01033,15.850001937273191,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1884.0,0.002,1884.0,green
1,1,13294127255.970123,15.852029158762889,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1884.0,0.002,1884.0,green
1,1,13294129282.29072,15.854054996510968,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1884.0,0.0,1884.0,green
1,1,13294131307.164906,15.856079173710896,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1884.0,0.0,1884.0,green
1,1,13294133333.881607,15.858105288207298,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1884.0,0.0,1884.0,green
1,1,13294135363.083975,15.86013444699347,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1884.0,0.0,1884.0,green
1,1,13294137394.842295,15.862165266298689,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1885.0,0.001,1885.0,green
1,1,13294139418.485449,15.864202174183447,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1887.0,0.003,1887.0,green
1,1,13294141459.15574,15.866229672421468,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1889.0,0.004,1889.0,green
1,1,13294143481.532625,15.868250528583303,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1891.0,0.004,1891.0,green
1,1,13294145508.221973,15.870276366331382,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1891.0,0.002,1891.0,green
1,1,13294147538.477533,15.872306078614201,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1891.0,0.0,1891.0,green
1,1,13294149565.207983,15.874332193110604,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1890.0,-0.001,1890.0,green
1,1,13294151600.983824,15.876367993972963,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1890.0,-0.001,1890.0,green
1,1,13294153631.684147,15.878397983004106,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1889.0,-0.001,1889.0,green
1,1,13294155660.310465,15.880425481271232,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1889.0,-0.001,1889.0,green
1,1,13294157687.984255,15.882452979538357,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1889.0,0.0,1889.0,green
1,1,13294159791.82457,15.884568762237905,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1889.0,0.0,1889.0,green
1,1,13294161827.108078,15.88659321621526,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1889.0,0.0,1889.0,green
1,1,13294163855.598999,15.88862292849808,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1890.0,0.001,1890.0,green
1,1,13294165891.20702,15.890658729360439,9.5,29.0,1490.7779856112843,1592.1572327044025,1693.5364797975208,1890.0,0.001,1890.0,green
