subject	block	validation_no	datapoint	time	x	y	vx	vy	distance	validation_count	valid
1	5	1	52	13044807	387	672	486	1126	464	4	0
1	5	1	53	13044840	379	618	486	1126	519	4	0
1	5	1	54	13044874	379	618	486	1126	519	4	0
1	5	1	55	13044907	694	727	486	1126	449	4	0
1	5	1	56	13044939	589	695	486	1126	443	4	0
1	5	1	57	13044971	646	732	486	1126	425	4	0
1	5	1	58	13045003	859	773	486	1126	513	4	0
1	5	1	59	13045035	629	887	486	1126	278	4	0
1	5	1	60	13045068	551	788	486	1126	344	4	0
1	5	1	61	13045100	674	954	486	1126	254	4	0
1	5	1	62	13045131	674	954	486	1126	254	4	0
1	5	1	63	13045162	674	954	486	1126	254	4	0
1	5	1	64	13045196	601	915	486	1126	240	4	0
1	5	1	65	13045226	385	718	486	1126	420	4	0
1	5	1	66	13045257	564	717	486	1126	416	4	0
1	5	1	67	13045288	802	1016	486	1126	334	4	0
1	5	1	68	13045322	538	858	486	1126	272	4	0
1	5	1	69	13045355	420	893	486	1126	242	4	0
1	5	1	70	13045386	441	1001	486	1126	132	4	1
1	5	1	71	13045421	566	943	486	1126	199	5	1
1	5	1	72	13045455	567	721	486	1126	413	6	0
1	5	1	73	13045488	894	992	486	1126	429	6	0
1	5	1	74	13045521	426	463	486	1126	665	6	0
1	5	1	75	13045553	109	463	486	1126	762	6	0
1	5	1	76	13045584	1725	865	486	1126	1266	6	0
1	5	1	77	13045616	1107	1175	486	1126	622	6	0
1	5	1	78	13045650	943	1259	486	1126	475	6	0
1	5	1	79	13045683	666	948	486	1126	253	6	0
1	5	1	80	13045715	777	1007	486	1126	314	6	0
1	5	1	81	13045748	782	1075	486	1126	300	6	0
1	5	1	82	13045780	984	1270	486	1126	518	6	0
1	5	1	83	13045813	927	1148	486	1126	441	6	0
1	5	1	84	13045844	958	1291	486	1126	500	6	0
1	5	1	85	13045875	1101	1051	486	1126	619	6	0
1	5	1	86	13045904	993	775	486	1126	616	6	0
1	5	1	87	13045937	942	837	486	1126	539	6	0
1	5	1	88	13045969	942	837	486	1126	539	6	0
1	5	1	89	13046004	942	837	486	1126	539	6	0
1	5	1	90	13046034	938	923	486	1126	495	6	0
1	5	1	91	13046066	936	919	486	1126	495	6	0
1	5	1	92	13046098	1298	849	486	1126	857	6	0
1	5	1	93	13046130	1266	912	486	1126	808	6	0
1	5	1	94	13046161	1027	799	486	1126	632	6	0
1	5	1	95	13046193	1438	792	486	1126	1008	6	0
1	5	1	96	13046223	1441	875	486	1126	987	6	0
1	5	1	97	13046256	1208	883	486	1126	761	6	0
1	5	1	98	13046289	1284	986	486	1126	810	6	0
1	5	1	99	13046323	1193	990	486	1126	719	6	0
1	5	1	100	13046355	1000	1032	486	1126	522	6	0
1	5	1	101	13046387	1019	1040	486	1126	539	6	0
1	5	1	102	13046419	738	1050	486	1126	263	6	0
1	5	1	103	13046453	1076	889	486	1126	635	6	0
1	5	1	104	13046488	969	859	486	1126	551	6	0
1	5	1	105	13046519	937	948	486	1126	484	6	0
1	5	1	106	13046554	870	908	486	1126	441	6	0
1	5	1	107	13046697	61	420	486	1126	824	6	0
1	5	1	108	13046729	227	279	486	1126	885	6	0
1	5	1	109	13046761	540	401	486	1126	727	6	0
1	5	1	110	13046793	1273	287	486	1126	1150	6	0
1	5	1	111	13046826	855	572	486	1126	665	6	0
1	5	1	112	13046860	900	514	486	1126	738	6	0
1	5	1	113	13046894	1157	802	486	1126	745	6	0
1	5	1	114	13046926	789	417	486	1126	771	6	0
1	5	1	115	13046960	880	513	486	1126	728	6	0
1	5	1	116	13046993	987	590	486	1126	733	6	0
1	5	1	117	13047028	1037	699	486	1126	697	6	0
1	5	1	118	13047063	819	664	486	1126	569	6	0
1	5	1	119	13047096	827	460	486	1126	748	6	0
1	5	1	120	13047128	1036	578	486	1126	776	6	0
1	5	1	121	13047158	1090	675	486	1126	753	6	0
1	5	1	122	13047192	1467	734	486	1126	1056	6	0
1	5	1	123	13047224	909	911	486	1126	474	6	0
1	5	1	124	13047255	1200	854	486	1126	764	6	0
1	5	1	125	13047287	0	0	0	0	0	0	0
