subject	block	validation_no	datapoint	time	x	y	vx	vy	distance	validation_count	valid
1	6	2	56	13948389	1470	618	2022	262	656	5	0
1	6	2	57	13948420	1454	542	2022	262	633	5	0
1	6	2	58	13948451	987	643	2022	262	1102	5	0
1	6	2	59	13948484	915	662	2022	262	1177	5	0
1	6	2	60	13948515	1261	764	2022	262	911	5	0
1	6	2	61	13948548	1238	644	2022	262	872	5	0
1	6	2	62	13948580	561	718	2022	262	1530	5	0
1	6	2	63	13948613	598	876	2022	262	1550	5	0
1	6	2	64	13948651	897	656	2022	262	1191	5	0
1	6	2	65	13948684	986	728	2022	262	1135	5	0
1	6	2	66	13948721	687	741	2022	262	1418	5	0
1	6	2	67	13948751	1079	723	2022	262	1049	5	0
1	6	2	68	13948781	744	667	2022	262	1340	5	0
1	6	2	69	13948812	1185	740	2022	262	963	5	0
1	6	2	70	13948842	696	1033	2022	262	1533	5	0
1	6	2	71	13948873	592	1015	2022	262	1616	5	0
1	6	2	72	13948904	780	786	2022	262	1348	5	0
1	6	2	73	13948937	894	870	2022	262	1281	5	0
1	6	2	74	13948969	1130	754	2022	262	1018	5	0
1	6	2	75	13949001	604	892	2022	262	1551	5	0
1	6	2	76	13949033	1163	1021	2022	262	1146	5	0
1	6	2	77	13949065	988	1177	2022	262	1380	5	0
1	6	2	78	13949096	616	1023	2022	262	1598	5	0
1	6	2	79	13949127	707	1016	2022	262	1515	5	0
1	6	2	80	13949157	1044	1081	2022	262	1275	5	0
1	6	2	81	13949188	683	928	2022	262	1495	5	0
1	6	2	82	13949218	771	980	2022	262	1442	5	0
1	6	2	83	13949250	775	888	2022	262	1395	5	0
1	6	2	84	13949282	1044	852	2022	262	1142	5	0
1	6	2	85	13949318	1088	859	2022	262	1108	5	0
1	6	2	86	13949352	1066	605	2022	262	1015	5	0
1	6	2	87	13949385	1006	810	2022	262	1154	5	0
1	6	2	88	13949416	801	888	2022	262	1372	5	0
1	6	2	89	13949447	966	1049	2022	262	1317	5	0
1	6	2	90	13949480	841	1200	2022	262	1508	5	0
1	6	2	91	13949512	457	1278	2022	262	1865	5	0
1	6	2	92	13949544	878	808	2022	262	1267	5	0
1	6	2	93	13949577	1026	665	2022	262	1074	5	0
1	6	2	94	13949608	1264	1155	2022	262	1171	5	0
1	6	2	95	13949639	1403	1000	2022	262	963	5	0
1	6	2	96	13951712	1750	757	2022	262	564	5	0
1	6	2	97	13951746	1125	663	2022	262	982	5	0
1	6	2	98	13951777	1334	713	2022	262	822	5	0
1	6	2	99	13951811	1428	968	2022	262	922	5	0
1	6	2	100	13951845	922	693	2022	262	1181	5	0
1	6	2	101	13951876	1152	445	2022	262	889	5	0
1	6	2	102	13951906	1321	795	2022	262	880	5	0
1	6	2	103	13951938	1159	900	2022	262	1073	5	0
1	6	2	104	13951974	925	678	2022	262	1173	5	0
1	6	2	105	13952004	1318	551	2022	262	761	5	0
1	6	2	106	13952035	1205	634	2022	262	897	5	0
1	6	2	107	13952067	996	818	2022	262	1166	5	0
1	6	2	108	13952100	1350	869	2022	262	905	5	0
1	6	2	109	13952131	702	847	2022	262	1443	5	0
1	6	2	110	13952163	956	995	2022	262	1293	5	0
1	6	2	111	13952196	795	906	2022	262	1385	5	0
1	6	2	112	13952228	750	638	2022	262	1326	5	0
1	6	2	113	13952259	1105	759	2022	262	1043	5	0
1	6	2	114	13952294	747	734	2022	262	1359	5	0
1	6	2	115	13952325	1142	384	2022	262	888	5	0
1	6	2	116	13952357	1199	552	2022	262	872	5	0
1	6	2	117	13952388	1119	621	2022	262	971	5	0
1	6	2	118	13952419	1041	594	2022	262	1035	5	0
1	6	2	119	13952452	1078	584	2022	262	997	5	0
1	6	2	120	13952485	877	646	2022	262	1207	5	0
1	6	2	121	13952517	1176	612	2022	262	915	5	0
1	6	2	122	13952549	1207	646	2022	262	900	5	0
1	6	2	123	13952579	993	763	2022	262	1144	5	0
1	6	2	124	13952612	1020	600	2022	262	1057	5	0
1	6	2	125	13952642	0	0	0	0	0	0	0
