subject	block	validation_no	datapoint	time	x	y	vx	vy	distance	validation_count	valid
1	3	1	43	2826036	1889	874	2022	1126	284	0	0
1	3	1	44	2826070	1889	874	2022	1126	284	0	0
1	3	1	45	2826105	1755	741	2022	1126	468	0	0
1	3	1	46	2826137	1951	708	2022	1126	423	0	0
1	3	1	47	2826167	1966	555	2022	1126	573	0	0
1	3	1	48	2826198	1722	685	2022	1126	533	0	0
1	3	1	49	2826229	1847	617	2022	1126	538	0	0
1	3	1	50	2826260	1837	684	2022	1126	479	0	0
1	3	1	51	2826291	1699	529	2022	1126	678	0	0
1	3	1	52	2826324	1908	506	2022	1126	630	0	0
1	3	1	53	2826356	1979	455	2022	1126	672	0	0
1	3	1	54	2826390	1712	590	2022	1126	619	0	0
1	3	1	55	2826423	1845	735	2022	1126	429	0	0
1	3	1	56	2826457	1854	771	2022	1126	392	0	0
1	3	1	57	2826491	1942	748	2022	1126	386	0	0
1	3	1	58	2826526	1942	823	2022	1126	313	0	0
1	3	1	59	2826560	1782	569	2022	1126	606	0	0
1	3	1	60	2826591	1582	632	2022	1126	661	0	0
1	3	1	61	2826625	1613	741	2022	1126	561	0	0
1	3	1	62	2826657	1449	843	2022	1126	639	0	0
1	3	1	63	2826688	1579	777	2022	1126	563	0	0
1	3	1	64	2826721	1619	710	2022	1126	579	0	0
1	3	1	65	2826756	1839	615	2022	1126	542	0	0
1	3	1	66	2826789	1785	759	2022	1126	436	0	0
1	3	1	67	2826821	1785	477	2022	1126	690	0	0
1	3	1	68	2826853	1638	880	2022	1126	456	0	0
1	3	1	69	2826887	1655	709	2022	1126	555	0	0
1	3	1	70	2826919	1655	709	2022	1126	555	0	0
1	3	1	71	2826950	1584	661	2022	1126	638	0	0
1	3	1	72	2826981	1584	661	2022	1126	638	0	0
1	3	1	73	2827012	1584	661	2022	1126	638	0	0
1	3	1	74	2827044	1720	731	2022	1126	497	0	0
1	3	1	75	2827078	1583	674	2022	1126	630	0	0
1	3	1	76	2827111	1759	762	2022	1126	449	0	0
1	3	1	77	2827142	1514	834	2022	1126	585	0	0
1	3	1	78	2827173	1669	695	2022	1126	557	0	0
1	3	1	79	2827206	1717	772	2022	1126	467	0	0
1	3	1	80	2827239	1716	675	2022	1126	545	0	0
1	3	1	81	2827272	1941	415	2022	1126	715	0	0
1	3	1	82	2827304	1560	632	2022	1126	676	0	0
1	3	1	83	2827337	1719	678	2022	1126	540	0	0
1	3	1	84	2827371	1863	693	2022	1126	461	0	0
1	3	1	85	2827405	1742	753	2022	1126	466	0	0
1	3	1	86	2827437	1731	685	2022	1126	528	0	0
1	3	1	87	2827471	1697	762	2022	1126	487	0	0
1	3	1	88	2827504	1783	738	2022	1126	455	0	0
1	3	1	89	2827540	1853	468	2022	1126	679	0	0
1	3	1	90	2827572	1890	384	2022	1126	753	0	0
1	3	1	91	2827604	1804	432	2022	1126	727	0	0
1	3	1	92	2827637	1777	497	2022	1126	675	0	0
1	3	1	93	2827668	1797	679	2022	1126	500	0	0
1	3	1	94	2827703	1675	811	2022	1126	468	0	0
1	3	1	95	2827737	1921	261	2022	1126	870	0	0
1	3	1	96	2827769	1938	646	2022	1126	487	0	0
1	3	1	97	2827801	1760	628	2022	1126	562	0	0
1	3	1	98	2827832	1845	551	2022	1126	601	0	0
1	3	1	99	2827867	1819	554	2022	1126	606	0	0
1	3	1	100	2827900	1602	668	2022	1126	621	0	0
1	3	1	101	2827931	1798	546	2022	1126	621	0	0
1	3	1	102	2827964	1926	463	2022	1126	669	0	0
1	3	1	103	2827996	1624	607	2022	1126	654	0	0
1	3	1	104	2828030	1325	527	2022	1126	919	0	0
1	3	1	105	2828065	960	645	2022	1126	1165	0	0
1	3	1	106	2828098	1030	424	2022	1126	1215	0	0
1	3	1	107	2828133	1343	489	2022	1126	931	0	0
1	3	1	108	2828165	988	377	2022	1126	1276	0	0
1	3	1	109	2828198	1491	313	2022	1126	971	0	0
1	3	1	110	2828230	1141	500	2022	1126	1080	0	0
1	3	1	111	2828262	1197	534	2022	1126	1015	0	0
1	3	1	112	2828294	1414	522	2022	1126	857	0	0
1	3	1	113	2828327	1512	454	2022	1126	843	0	0
1	3	1	114	2828360	2190	227	2022	1126	914	0	0
1	3	1	115	2828395	2057	485	2022	1126	641	0	0
1	3	1	116	2828427	1301	925	2022	1126	748	0	0
1	3	1	117	2828460	695	1331	2022	1126	1342	0	0
1	3	1	118	2828492	1025	1076	2022	1126	998	0	0
1	3	1	119	2828527	1352	447	2022	1126	953	0	0
1	3	1	120	2828560	2234	160	2022	1126	988	0	0
1	3	1	121	2828593	2107	303	2022	1126	827	0	0
1	3	1	122	2828629	2124	379	2022	1126	753	0	0
1	3	1	123	2828665	2321	284	2022	1126	893	0	0
1	3	1	124	2828702	2098	404	2022	1126	725	0	0
1	3	1	125	2828747	0	0	0	0	0	0	0
